uid,isbn,rating
264326,0449227421,8
137909,0449237842,8
2283,0451153553,6
5184,0451153553,6
26268,0451153553,6
62279,0451153553,6
155019,0451153553,7
33080,0451161343,7
34312,0451161343,7
178806,0451161343,8
191639,0451161343,8
79600,0451163036,2
134393,0451163036,2
17170,0451184963,5
27458,0451184963,6
33391,0451184963,9
82146,0451184963,7
102728,0451184963,8
126956,0451184963,5
175004,0451184963,8
226285,0451184963,8
234032,0451184963,5
236805,0451184963,10
7985,0451203267,9
104498,0451203267,10
127773,0451203267,8
19237,0451204891,8
59501,0451204891,6
204060,0451204891,5
205774,0451204891,5
208841,0451204891,5
205908,0451207505,8
210152,0451207505,4
74586,0451401905,4
146363,0451456068,7
34179,0515135356,7
58488,0515135356,8
136755,0515135356,8
144849,0515135356,6
249643,0515135356,8
236273,0553103105,10
273366,0553103105,10
166974,0553144286,6
259229,0553211803,9
272221,0553211803,9
64691,0553227041,7
192136,0553260219,5
107975,0553263226,2
113985,0553263226,8
158363,0553263226,7
219490,0553263226,4
168669,055327418X,8
206173,0553289640,7
57966,0553574582,4
217850,0553574582,4
251792,0553576623,7
93318,0671001132,10
163338,0671001132,5
267602,0671002384,6
111314,0671468200,8
2791,0671721291,8
113307,0671729446,8
96444,0671797050,7
123225,0671797050,10
83469,0671836927,4
97069,0756400619,7
116283,0756400619,7
126823,0756400619,8
178220,0756400619,7
104995,0804101787,8
241109,0804101787,9
2844,0812517725,8
232183,0812517725,8
205239,0812521048,8
246887,0812533496,8
111442,0812575962,7
186713,0812575962,9
140078,0812585151,9
5075,0884042693,6
110642,0884042693,6
169206,0884042693,6
124088,0886772885,10
14806,1588720284,9
119489,1588720284,8
130237,1588720284,10
190129,1588720284,10
5783,0425181103,7
59956,0425181103,8
61409,0425181103,5
62635,0425181103,7
74437,0425181103,9
105531,0425181103,9
192307,0425181103,9
229770,0425181103,8
249040,0425181103,7
196095,0786001690,7
22563,0886777631,9
53773,0886777631,8
75880,0886777631,8
90768,0886777631,8
128799,0886777631,8
171565,0886777631,5
193857,0886777631,9
201107,0886777631,8
240713,0886777631,8
266903,0886777631,8
274932,0886777631,9
72002,0061051098,7
134409,0061051098,8
199313,0061051098,8
15258,0142001805,8
31791,0142001805,8
48356,0142001805,8
55191,0142001805,8
73716,0142001805,8
91484,0142001805,7
174496,0142001805,10
223733,0142001805,8
225088,0142001805,10
240154,0142001805,8
59215,0375706062,9
111742,0375706062,6
126397,0375706062,6
212228,0375706062,6
246212,0375706062,7
247948,0375706062,6
55184,0345384369,7
69466,0345384369,7
77560,0345384369,7
133108,0345384369,9
146056,0345384369,10
165779,0345384369,10
166012,0345384369,7
226132,0345384369,7
256284,0345384369,8
267164,0345384369,7
87854,0440206707,4
9834,0800758579,7
9834,1591451124,9
9834,1593100825,9
9834,1593101678,7
2292,0451204948,8
65602,0451204948,8
75786,0451204948,8
115342,0451204948,8
62710,0060175966,6
118182,0060175966,6
146719,0060175966,7
193220,0060175966,7
199884,0060175966,5
240571,0060175966,8
240572,0060175966,6
125839,0486290492,9
161792,0486290492,10
212801,0486290492,4
218491,0486290492,9
47511,0743436741,10
2302,0330352253,5
38932,0330352253,1
126202,0330352253,6
2311,0786404019,10
28266,034545104X,5
39002,034545104X,5
63970,034545104X,8
129311,034545104X,7
147799,034545104X,5
171912,034545104X,5
220502,034545104X,3
227106,034545104X,6
255502,034545104X,6
276725,034545104X,6
43513,0385482388,7
111833,0385482388,8
121836,0385482388,6
165343,0385482388,6
178147,0385482388,7
192429,0385482388,8
207317,0385482388,8
217179,0385482388,7
220119,0385482388,8
277502,0385482388,9
26206,0394756827,8
19694,0452260116,5
31524,0452260116,7
31791,0452260116,7
46155,0452260116,7
51379,0452260116,8
136922,0452260116,9
152964,0452260116,8
155835,0452260116,9
158876,0452260116,9
227801,0452260116,9
239202,0553213601,2
80404,0679722319,10
92178,0679722319,10
211147,0679722319,10
232573,0679722319,4
267784,0679722319,5
61072,0679745580,8
104431,0679745580,8
119772,0679745580,8
187430,0679745580,8
212779,0679745580,8
233608,0679745580,8
277648,0679745580,8
71295,0767901266,7
153761,0767901266,10
171679,0767901266,10
14450,0312978367,4
19656,0312978367,4
36302,0312978367,2
63488,0312978367,4
109811,0312978367,4
128341,0312978367,6
150024,0312978367,7
217279,0312978367,3
221001,0312978367,6
233791,0312978367,8
81766,0786902604,7
45861,0786918047,10
66211,0786918047,7
237538,0786918047,5
10310,0399138749,8
13834,0399138749,8
53073,0399138749,9
81086,0399138749,8
188635,1878067745,9
2334,0811816583,9
33552,0312265867,8
96023,0312265867,9
146154,0312265867,8
201509,0312265867,8
204282,0312265867,8
223789,0312265867,8
191539,0875093663,8
2340,0373250290,4
257164,0373250290,8
264500,0373250290,6
2345,1844262553,9
6142,1844262553,9
8308,1844262553,10
8762,1844262553,8
11652,1844262553,8
22712,1844262553,8
26957,1844262553,8
27442,1844262553,10
44225,1844262553,7
58794,1844262553,9
58969,1844262553,8
69896,1844262553,9
83313,1844262553,10
84200,1844262553,4
89117,1844262553,8
89398,1844262553,10
94315,1844262553,10
98203,1844262553,8
102420,1844262553,9
108769,1844262553,9
109691,1844262553,10
119743,1844262553,8
138438,1844262553,8
139711,1844262553,10
153980,1844262553,9
162109,1844262553,10
166617,1844262553,8
166817,1844262553,10
175575,1844262553,8
178379,1844262553,9
180870,1844262553,9
184358,1844262553,10
187447,1844262553,7
193073,1844262553,8
206550,1844262553,9
208258,1844262553,10
209984,1844262553,10
211666,1844262553,6
218549,1844262553,8
222047,1844262553,8
224143,1844262553,8
230001,1844262553,9
234561,1844262553,9
235718,1844262553,10
240993,1844262553,8
248291,1844262553,9
265680,1844262553,5
266084,1844262553,8
267317,1844262553,7
269640,1844262553,10
270950,1844262553,9
2350,0525945172,8
26987,0525945172,8
235416,0525945172,8
275270,0525945172,8
2355,0312150601,8
109898,0312150601,8
114389,0312150601,8
157886,0312150601,7
180352,0312150601,8
228228,0312150601,8
263794,0312150601,9
25388,0061092894,10
51877,0061092894,8
226838,0061092894,4
41799,006109398X,9
74290,006109398X,8
74778,006109398X,5
37036,0061099694,7
146862,0061099694,8
233171,0064408663,6
122679,0064410129,8
126010,0064410129,6
142807,0064410129,7
262079,0064410129,8
181261,037570387X,10
34057,0425136191,8
37040,0425136191,8
272186,0425136191,8
167597,0440170370,8
255881,0440170370,8
9139,0440220653,8
12474,0440220653,4
67946,0440220653,5
247784,0440220653,9
268307,0440220653,3
278849,0445210214,8
143568,0446603309,7
276177,0446603309,7
128198,0446603775,10
230840,0446603775,9
246275,0446603775,7
80655,0449702766,10
238871,0449702766,10
76647,0451160312,7
123099,0451160312,9
133448,055325636X,7
60643,0553263218,7
142808,0553263218,7
211090,0553263218,7
237235,0553263218,9
3641,0553277472,7
5078,0553277472,7
5183,0553277472,8
5325,0553277472,7
10284,0553277472,8
28195,0553277472,8
29381,0553277472,9
30397,0553277472,7
33431,0553277472,7
39869,0553277472,6
41703,0553277472,9
53259,0553277472,9
65538,0553277472,7
73148,0553277472,8
105859,0553277472,7
106894,0553277472,7
110599,0553277472,7
114702,0553277472,7
114730,0553277472,10
121227,0553277472,7
122546,0553277472,7
139442,0553277472,7
141686,0553277472,7
184787,0553277472,7
206587,0553277472,7
216594,0553277472,9
222791,0553277472,5
232539,0553277472,2
236716,0553277472,8
251853,0553277472,6
260383,0553277472,7
263349,0553277472,7
12294,0553277537,10
152062,0553277537,9
232071,0553277537,10
274889,0553277537,10
16797,0553801309,9
198513,0553801309,9
270166,0671034251,7
25969,0684853302,5
85066,0765340054,8
195821,0786013567,8
226840,0786013567,8
14733,0786881852,8
17275,0786881852,8
26333,0786881852,7
31484,0786881852,8
31909,0786881852,6
47841,0786881852,8
54429,0786881852,10
76100,0786881852,6
80404,0786881852,6
121886,0786881852,8
123104,0786881852,5
127327,0786881852,8
143349,0786881852,9
145332,0786881852,6
172093,0786881852,8
177560,0786881852,5
192424,0786881852,9
197330,0786881852,10
199734,0786881852,6
205024,0786881852,8
206717,0786881852,8
207868,0786881852,7
211876,0786881852,9
241738,0786881852,8
249578,0786881852,8
256690,0786881852,10
252585,0807510092,7
64803,0440234948,7
37324,0451458397,7
85596,0671023187,3
106563,0671023187,6
144056,0671023187,6
271074,0671023187,6
2368,0395390338,10
67593,0451459245,10
87287,0684803143,5
247979,0684803143,6
2376,0446610100,6
18609,0446610100,8
38195,0446610100,9
41461,0446610100,8
83312,0446610100,7
83325,0446610100,7
90082,0446610100,5
91033,0446610100,7
99865,0446610100,7
122786,0446610100,7
128049,0446610100,5
137893,0446610100,7
145989,0446610100,5
149682,0446610100,10
155952,0446610100,8
160981,0446610100,9
162544,0446610100,10
202012,0446610100,9
209191,0446610100,7
214843,0446610100,7
243577,0446610100,8
2385,0440216745,7
66677,0440216745,8
107916,0440216745,7
125207,0440216745,6
148704,0440216745,7
154779,0440216745,7
155247,0440216745,7
211558,0440216745,8
223647,0440216745,8
2385,1857027795,8
2395,0312966970,7
2466,0312966970,9
19561,0312966970,8
82146,0312966970,8
93134,0312966970,7
94727,0312966970,9
148681,0312966970,10
160551,0312966970,7
199047,0312966970,9
204375,0312966970,7
206684,0312966970,8
227283,0312966970,8
227820,0312966970,8
247795,0312966970,8
276957,0312966970,6
114835,0345334310,2
2403,1575663104,5
187959,0967224918,8
194882,0451176723,5
2421,0151104506,8
77766,0151104506,7
2421,0394577736,7
81237,0394577736,3
2425,0425175006,7
199413,0060507403,9
181637,044012929X,8
169814,0679767398,9
269169,0679767398,9
2448,0718143043,6
2457,0312876912,2
2459,0684148579,6
49845,0684148579,6
2461,0446363170,9
24243,0446363170,10
106187,0446363170,9
190386,0446363170,6
2461,0553562967,7
103985,0553562967,7
167612,0553562967,7
211789,0553562967,7
239171,0553562967,7
243150,0553562967,9
2466,0399147101,10
227093,0399147101,10
2470,0446603066,7
169115,0446603066,7
252362,0446603066,7
2470,0446603821,7
2470,0449146383,9
2470,0449149374,5
228988,0449149374,5
247137,0449149374,5
2470,0553378260,5
2473,1556614438,10
46418,1556614438,8
2481,0140280553,8
39744,0140280553,8
75029,0140280553,8
132222,0140280553,8
158613,0140280553,8
175230,0140280553,8
191547,0140280553,8
265658,0140280553,8
2481,0312850581,9
175230,0312850581,10
2481,0930031067,8
62672,0930031067,10
175230,0930031067,8
2484,0385474016,7
7398,0385474016,7
35037,0385474016,10
89701,0385474016,8
102336,0385474016,7
121886,0385474016,7
129944,0385474016,9
146764,0385474016,5
158126,0385474016,7
176600,0385474016,5
187030,0385474016,7
221135,0385474016,7
2500,0380804700,6
101682,0380804700,7
151569,0380804700,6
234090,0380804700,6
252094,0380804700,6
2501,0500280673,10
2504,048640076X,4
2534,0140124497,5
2534,156245191X,5
2540,0553210114,8
252539,0553210114,9
2542,0156658992,2
75079,0156658992,8
2544,037550334X,9
139592,037550334X,7
2550,052594527X,10
12014,052594527X,8
43749,052594527X,10
52449,052594527X,8
82562,052594527X,8
102820,052594527X,8
130334,052594527X,8
150863,052594527X,5
171637,052594527X,8
180512,052594527X,8
213149,052594527X,8
218577,052594527X,9
237336,052594527X,8
257605,052594527X,7
270058,052594527X,7
162718,3596122279,9
222418,3596122279,7
237218,3596122279,9
2555,0029281113,7
2555,0517559552,9
16228,0375701044,4
24576,0375701044,9
28911,0375701044,1
59871,0375701044,1
16108,0375412824,8
40350,0375412824,8
49087,0375412824,8
73429,0375412824,8
80279,0375412824,8
82346,0375412824,9
99262,0375412824,8
109377,0375412824,8
115948,0375412824,8
120048,0375412824,8
131271,0375412824,8
145286,0375412824,7
198614,0375412824,8
209393,0375412824,8
220610,0375412824,9
233857,0375412824,9
2578,0590453661,8
91027,0590453661,3
193785,0590453661,6
212442,0590453661,7
100868,039914210X,7
208049,0399147772,6
208727,0399147772,6
219895,0399147772,7
278760,0399147772,7
217870,0439101336,9
52446,0440237416,6
103466,0440237416,6
135092,0440237416,6
148869,0440237416,9
164494,0440237416,4
213458,0440237416,6
232127,0440237416,6
256099,0440237416,6
256143,0440237416,6
257663,0440237416,7
80838,0671034065,8
2605,0767907817,7
60625,0767907817,7
249029,0767907817,8
2611,0553208845,7
7384,0553208845,8
42506,0553208845,10
95325,0553208845,8
104771,0553208845,9
108438,0553208845,8
119219,0553208845,8
196570,0553208845,8
198738,0553208845,9
198846,0553208845,8
200198,0553208845,8
200658,0553208845,8
207035,0553208845,7
232795,0553208845,8
248225,0553208845,8
256850,0553208845,10
2613,0064400581,6
20903,0064400581,9
2616,0898861780,10
2618,1586480456,5
172021,030681188X,8
26531,0684823780,8
128391,0684823780,8
137476,0684823780,10
64392,1576738442,5
2632,0877958920,5
2644,0440228204,10
2644,0883657635,8
83565,0883657635,10
2651,0425143325,8
38659,0425143325,8
96598,0425143325,8
112054,0425143325,10
136928,0425143325,9
140975,0425143325,8
162960,0425143325,8
182295,0425143325,8
191006,0425143325,9
213057,0425143325,10
272079,0425143325,8
2651,0425180964,8
24944,0425180964,9
67581,0425180964,10
75809,0425180964,5
104210,0425180964,6
146977,0425180964,5
153953,0425180964,8
167152,0425180964,9
170225,0425180964,5
202077,0425180964,5
235768,0425180964,3
242815,0425180964,7
267602,0425180964,3
267867,0425180964,5
2651,0812520793,6
7363,0812520793,7
52486,0140620869,9
153103,0140620869,8
165530,0140620869,9
2668,0553801589,8
222750,0553801589,8
2670,0743411250,7
8278,0743411250,6
9882,0743411250,10
16780,0743411250,5
47847,0743411250,9
54351,0743411250,8
84073,0743411250,3
86129,0743411250,7
108421,0743411250,7
141562,0743411250,7
189689,0743411250,5
189907,0743411250,7
200288,0743411250,10
206994,0743411250,7
208736,0743411250,6
234892,0743411250,9
257562,0743411250,8
267357,0743411250,10
274533,0743411250,7
246955,0590129988,8
2681,0312955510,5
105384,0345396537,7
228994,0345396537,7
132599,8880891901,4
2708,0747563721,4
59307,0064407721,8
71059,0064407721,8
171536,0064407721,8
240313,0345395190,8
17530,0395869463,8
117313,0395869463,8
148457,0395869463,5
216651,0395869463,1
50396,0553266055,6
18861,0802132952,2
46329,0802132952,4
92722,0671025570,7
95225,0671025570,9
2742,0440204887,7
23307,0440204887,10
52846,0440204887,9
54290,0440204887,8
66242,0440204887,8
75064,0440204887,8
84465,0440204887,5
125404,0440204887,9
144105,0440204887,8
146869,0440204887,7
153217,0440204887,7
163423,0440204887,7
199881,0440204887,7
2759,0156007568,5
2759,0385199570,10
42183,0385199570,10
53608,0385199570,10
63863,0385199570,10
108933,0385199570,10
123968,0385199570,10
126222,0385199570,10
143512,0385199570,9
159837,0385199570,10
202805,0385199570,10
77559,0026890380,10
87492,0064401324,7
85260,0064440168,7
144983,0064440168,8
209049,0064471098,10
271537,0140094385,6
102761,0140309578,10
161530,014034294X,8
238698,014034294X,10
252877,014034294X,9
4124,0141304707,8
126589,0141304707,7
244150,0141304707,10
31189,0226500578,8
117067,0226500578,8
145687,0226500578,8
207582,0226500578,8
231807,0226500578,8
12898,0312099436,8
19550,0312099436,10
66182,0312099436,4
85420,0312099436,8
188341,0312099436,7
61029,0312146310,8
122586,0312146310,7
138334,0312146310,8
77898,0312180624,10
197598,0312180624,10
11143,0380710722,8
52843,0380710722,8
71500,0380710722,8
106309,0380710722,6
163656,0380710722,8
265908,0380710722,8
62369,0425178102,7
73229,0425178102,8
73965,0425178102,5
75898,0425178102,6
124748,0425178102,7
150486,0425178102,6
155970,0425178102,6
160472,0425178102,6
186701,0425178102,7
215624,0425178102,7
216208,0425178102,8
224696,0425178102,8
275857,0425178102,7
100483,0425181480,7
222830,0425181480,5
4198,0439164842,10
135833,0440147956,10
140962,0440147956,3
147549,0440147956,6
175085,0440147956,8
5055,0440204194,7
26605,0440204194,5
41394,0440204194,6
133745,0440204194,5
169766,0440204194,6
209533,0440204194,3
222825,0440204194,8
32641,0440213029,6
162047,0440213029,5
173169,0440213029,5
179310,0440213029,5
239195,0440213029,5
264365,0440213029,6
13169,0440225825,7
103222,0440225825,8
120312,0440225825,8
146283,0440225825,7
166281,0440225825,6
167811,0440225825,7
264775,0440225825,10
276830,0440225825,9
212277,044048474X,10
261746,044048474X,10
31870,0440498058,8
55253,0440498058,8
74787,0440498058,8
88098,0440498058,10
100357,0440498058,7
114600,0440498058,8
120327,0440498058,10
205028,0440498058,8
229505,0440498058,7
233828,0440498058,8
238642,0440498058,8
241806,0440498058,8
242992,0440498058,8
250197,0440498058,10
270050,0440498058,9
274420,0440498058,8
276804,0440498058,8
145474,0440942500,8
104188,0449215296,9
111364,0449215296,9
270600,0449215296,9
134653,0449219372,10
6788,0451152190,6
30066,0451152190,6
248816,0451152190,3
204961,0451410025,7
217198,0451410025,1
266834,0451410025,1
166253,048626968X,6
8730,0515117234,7
98030,0515117234,9
215267,0515117234,10
250234,0515117234,5
30066,0553211587,3
52760,0553211587,3
173443,0553211587,6
42035,0553573616,5
163376,0553573616,5
257067,0553573616,5
40965,0671028049,8
186892,0671729896,7
234348,0671872672,7
19102,0679751602,6
71523,0679751602,7
80624,0679751602,7
93367,0679751602,6
108920,0679751602,9
114193,0679751602,10
223345,0679751602,6
226689,0679751602,7
245181,0679751602,7
248781,0679751602,7
261484,0679751602,7
41345,0689817215,10
211343,0736903054,9
257895,0736903054,4
212648,0745926290,10
45248,0786867647,8
61888,0786867647,9
123679,0786867647,8
127737,0786867647,7
159003,0786867647,8
201449,0786867647,8
213349,0786867647,8
258889,0786867647,8
263629,0786867647,8
270841,0786867647,9
274047,0786867647,7
278732,0786867647,8
128598,0786867752,6
74076,0804111154,9
196623,0836218620,9
56581,0836218833,3
212075,0836218833,8
244989,0836218833,6
35526,0842345523,10
52623,0842345523,9
211626,0842345523,9
217920,0842345523,10
134838,0849911672,6
14371,0849929660,7
105515,0874869870,10
272397,0874869870,10
123029,0898157803,7
93099,0918956730,7
74572,0943233437,9
125462,0943233437,9
159529,0943233437,8
188708,0943233437,7
269722,0943233437,8
271137,0943233437,10
7684,1558745718,7
41685,1558745718,7
105760,1558745718,8
126904,1558745718,10
170460,1558745718,7
178749,1558745718,5
181266,1558745718,10
240312,1558745718,10
243978,1558745718,10
245210,1558745718,8
278832,1558745718,10
95926,1561794708,10
266476,1561794708,9
155925,1562470043,3
96284,1565121562,8
175555,1566840287,10
7984,1576734013,8
32105,1576734013,8
50203,1576734013,8
93690,1576734013,8
256612,1576734013,8
266663,1576734013,8
159159,1576737284,8
55561,0553141406,6
84118,0553141406,3
223648,0553141406,3
2771,086547642X,5
105091,0140380361,9
57951,0020518501,10
94570,0020518501,10
243999,0020518501,7
190303,0553568914,6
20545,1558746161,8
27304,1558746161,10
38475,1558746161,7
178856,1558746161,7
233851,1558746161,7
75896,0345350685,7
167969,0345350685,7
185235,0345350685,10
212189,0345350685,3
238515,0345350685,10
269412,0345350685,8
273079,0345350685,7
38473,0380762277,8
52436,0425190641,7
102248,0425190641,5
113088,0425190641,4
256730,0425190641,9
29536,0439139600,8
51325,0439139600,10
92484,0439139600,8
133838,0439139600,6
154477,0439139600,8
173708,0439139600,10
203313,0439139600,7
210979,0439139600,8
242525,0439139600,9
243527,0439139600,10
262008,0439139600,9
272263,0439139600,8
275571,0439139600,8
187745,0439358078,7
8276,0449204553,9
151463,0449204553,9
244258,0449204553,9
260999,0449204553,9
14797,0671695126,7
44761,0671695126,8
165071,0671695126,6
172599,0671759329,8
20540,0786861754,8
24772,0786890002,6
119710,0786890002,7
203779,0786890002,10
204094,0786890002,6
246338,0786890002,6
109071,1551661519,8
24334,0671004107,5
41671,0671004107,7
57246,0671004107,7
86761,0671004107,7
90817,0671004107,10
94043,0671004107,10
141898,0671004107,8
179995,0671004107,5
182756,0671004107,8
211198,0671004107,7
229087,0671004107,7
249410,0671004107,8
251480,0671004107,8
255864,0671004107,10
2850,0425173615,8
272695,0385302274,7
39062,0425098680,6
86816,0425098680,5
132157,0425098680,9
183444,0425098680,5
185366,0553245694,3
277633,0553245694,7
14293,0671683993,9
19170,0671683993,9
56830,0671683993,8
92721,0671683993,8
218151,0671683993,9
269453,0671683993,9
126626,0670873683,7
173058,0345426029,7
260989,0345426029,8
2870,0440784743,5
2872,0812551532,8
234498,0812551532,8
2885,055315754X,7
2889,0312263449,8
28241,0312263449,7
121050,0312263449,7
244632,0312263449,8
42302,0060504080,8
125782,0060504080,10
146053,0060504080,10
148504,0060504080,8
175014,0060504080,1
269060,0060548533,10
9943,0060987049,4
20605,0060987049,7
64945,0060987049,7
74043,0060987049,7
268153,0060987049,10
48315,0061003638,9
53372,0061054887,7
88780,0061054887,6
167277,0061054887,9
249896,0061054887,9
32101,0140119906,10
44083,0140119906,8
48857,0140119906,8
55333,0140119906,8
79550,0140119906,7
80088,0140119906,8
81617,0140119906,9
93830,0140119906,10
103243,0140119906,10
112897,0140119906,10
123191,0140119906,10
126568,0140119906,8
128747,0140119906,9
177075,0140119906,5
184572,0140119906,10
238677,0140119906,8
241729,0140119906,7
79922,0375404929,10
157693,0375404929,6
208516,0375404929,7
3814,0375703861,7
7431,0375703861,8
7614,0375703861,9
17907,0375703861,7
23391,0375703861,8
28073,0375703861,8
42024,0375703861,8
49253,0375703861,9
57267,0375703861,7
98299,0375703861,7
133806,0375703861,10
145286,0375703861,7
170003,0375703861,7
199442,0375703861,7
269129,0375703861,7
272540,0375703861,7
15482,0380726254,7
70642,0380726254,10
113350,0380726254,6
189513,0380726254,7
238942,0380726254,7
244643,0380726254,6
251015,0380726254,6
146407,0425164829,8
64199,0425171884,8
68440,0425171884,8
92992,0425171884,6
144056,0425171884,7
173932,0425171884,4
184992,0425171884,8
3571,0446690295,8
27237,044900483X,8
208580,044900483X,10
25389,0449227545,8
25902,0449227545,9
39719,0449227545,9
45051,0449227545,9
46900,0449227545,8
254959,0449227545,9
37504,0452282195,8
50527,0452282195,8
115519,0452282195,9
119943,0452282195,8
130297,0452282195,8
145659,0452282195,7
241193,0452282195,3
245313,0452282195,8
249474,0452282195,8
115438,0486270637,5
135979,0515087947,5
19680,0515102652,10
55220,0515102652,6
58064,0515102652,10
26605,051512088X,7
100015,051512088X,1
250502,051512088X,7
31104,0553211404,8
49299,0553211404,8
98776,0553211404,8
158107,0553211404,8
193860,0553211404,10
217471,0553211404,10
227142,0553211404,8
277759,0553211404,7
64298,0553214187,9
87575,0553214187,7
179860,0553214187,9
209882,0553279718,8
127718,0553562738,7
181700,0553562738,9
264144,0553562738,7
77692,0553580515,9
93180,0553580515,9
123122,0553580515,7
208655,0553580515,9
82439,0618119809,10
130417,0618119809,9
126177,067084134X,7
43433,0679447393,8
202861,0679447393,9
223526,0679447393,7
35588,0962197963,7
65033,0962197963,7
127683,0962197963,6
131464,0962197963,6
134181,0962197963,8
134390,0962197963,6
208157,0962197963,5
216131,0962197963,6
3052,1400032717,9
41192,1400032717,10
141570,1400032717,6
144996,1400032717,8
200051,1400032717,8
256739,1400032717,8
73701,1573222453,8
109903,1573222453,2
61888,1573226106,4
158616,1573226106,10
83539,1583224890,10
172397,1583224890,10
200434,1583224890,10
249079,1583224890,6
176380,1594200106,8
205279,1594200106,5
50013,0449207331,2
68565,0451207378,9
74510,0743200349,8
223682,0140124373,6
274034,0140124373,8
36430,0450411435,8
50423,0450411435,8
187337,0450411435,7
206647,0450411435,7
231182,0450411435,7
271846,0450411435,7
28081,037541309X,7
31701,037541309X,8
41192,037541309X,7
45459,037541309X,7
45695,037541309X,8
62840,037541309X,7
86956,037541309X,6
183189,037541309X,8
185439,037541309X,8
192305,037541309X,7
192629,037541309X,7
192641,037541309X,7
197311,037541309X,8
202477,037541309X,7
205069,037541309X,9
226067,037541309X,7
244953,037541309X,8
254190,037541309X,7
277230,037541309X,7
47561,038549565X,8
81669,038549565X,9
263700,038549565X,8
212431,0688158943,5
14191,0767908244,7
2957,0140018328,5
131181,0140018328,7
233426,0140018328,9
2964,0553579606,8
27399,0553579606,6
31672,0553579606,6
53567,0553579606,8
142685,0553579606,8
160551,0553579606,7
171967,0553579606,5
175327,0553579606,6
187123,0553579606,6
211050,0553579606,6
256687,0553579606,6
270939,0553579606,8
212558,0061013439,10
225597,0553282069,5
2972,0553080237,6
2973,0679459596,8
60935,0679459596,8
76260,0679459596,7
178349,0679459596,7
183081,0679459596,9
265696,0679459596,5
212159,0061096962,8
235613,0062505319,9
199402,0312194390,9
235433,0345460359,10
20833,0375708111,8
25965,0375708111,8
35507,0375708111,8
59825,0375708111,8
183769,0375708111,10
203683,0375708111,8
209803,0375708111,8
209981,0375708111,8
267653,0375708111,10
79636,0385477058,8
107642,0385477058,8
171563,0385477058,8
4516,0385722206,8
5680,0385722206,8
7524,0385722206,8
7634,0385722206,8
10524,0385722206,8
18973,0385722206,8
21208,0385722206,8
52151,0385722206,8
65970,0385722206,8
92393,0385722206,7
98764,0385722206,7
107113,0385722206,8
111046,0385722206,6
121978,0385722206,8
136748,0385722206,8
149822,0385722206,7
158918,0385722206,7
173340,0385722206,10
184203,0385722206,9
193143,0385722206,7
194648,0385722206,8
218389,0385722206,9
222520,0385722206,8
233898,0385722206,8
245929,0385722206,8
249131,0385722206,7
255737,0385722206,7
263343,0385722206,8
269613,0385722206,9
272207,0385722206,8
277453,0385722206,7
41122,0394752996,10
129682,0425147762,2
169648,0425147762,7
172974,0425147762,9
72898,0425167801,8
122364,0425167801,8
149715,0425167801,9
132358,0425175111,8
83839,042518403X,7
208472,0425187144,9
35697,0440183057,10
41476,0440183057,10
129266,0440183057,7
243924,0440183057,10
178953,0440237084,9
229013,0440507294,4
130226,044652087X,8
240273,044652087X,8
43620,0449221504,6
141291,0449221504,8
190440,0449221504,7
224866,0449221504,9
241199,0449221504,5
267867,0449221504,7
101744,0451405897,8
65944,0517576988,10
57301,0525945210,9
193413,0525945210,8
144458,0553212486,6
103079,0670886955,8
78938,0671250671,7
89024,0671250671,9
144605,0671250671,8
178362,0671250671,9
184854,0671250671,8
213973,0671250671,9
215520,0671250671,8
67690,0684841347,9
67975,0684841347,7
110371,0684841347,7
249346,0684841347,7
101338,0689821867,9
217226,0689821867,9
202707,0767901576,6
62572,1573225681,10
157732,1573225681,10
187057,1573225681,10
213330,1573225681,9
14395,1853260967,5
3939,0441790348,8
6798,0441790348,7
39600,0441790348,8
139228,0441790348,9
144447,0441790348,8
154198,0441790348,10
156144,0441790348,9
192832,0441790348,7
204260,0441790348,6
209683,0441790348,8
218390,0441790348,8
237747,0441790348,7
252220,0441790348,8
267081,0441790348,8
269792,0441790348,10
2983,0671602705,10
2985,0843946385,1
130969,0486415910,6
48563,0060516283,7
3027,1878424424,2
61888,1878424424,5
101801,1878424424,6
198895,1878424424,2
233442,1878424424,7
129198,0451192613,7
151295,0451192613,8
3048,0670891576,10
29454,0670891576,8
63105,0670891576,8
172155,0670891576,8
175337,0670891576,9
180414,0670891576,9
276311,0670891576,9
3049,0395264758,6
52572,0395264758,6
3060,0140259112,8
13737,0140259112,5
219656,0140259112,8
3061,0439339170,8
3062,0375401598,7
35103,0375401598,5
40478,0375401598,7
57273,0375401598,5
115113,0375401598,7
260172,0375401598,5
44917,0345427653,7
51785,0345427653,10
120408,0345427653,7
127871,0345427653,7
63415,0449208133,7
68509,0449208133,8
73098,0449208133,7
74318,0449208133,7
81164,0449208133,8
81165,0449208133,8
145506,0449208133,7
224333,0449208133,9
6800,0451201515,10
3067,0061000043,7
17475,0061000043,7
21800,0061000043,9
85010,0061000043,6
123196,0061000043,9
230493,0061000043,7
3071,0060617225,10
3071,0312055145,3
3071,1558214291,5
3079,0151006725,8
268305,0151006725,8
3079,0525946241,9
61536,0525946241,8
190444,0525946241,8
277517,0525946241,9
3087,0394751043,9
37504,0394751043,9
3093,0394717406,9
130236,0394717406,7
210422,0394717406,9
3094,0141300272,2
18845,0141300272,8
237162,0316588032,6
45857,0446343455,8
130777,0446343455,7
148166,0446343455,7
175405,0446343455,7
215289,0446343455,7
