uid,isbn,cluster,summary
216603,0446522570,0,from acclaimed actor john travolta modern fable originally written illustrated young boy trip airplane changes life forever
217547,0446522570,0,from acclaimed actor john travolta modern fable originally written illustrated young boy trip airplane changes life forever
253872,0446522570,3,from acclaimed actor john travolta modern fable originally written illustrated young boy trip airplane changes life forever
217547,0679776141,0,the author describes solo voyage seattle home alaska panhandle
211702,0679776141,3,the author describes solo voyage seattle home alaska panhandle
216214,0679776141,0,the author describes solo voyage seattle home alaska panhandle
217547,006008877X,0,evolution captain story visionary forgotten english naval officer quotdarwinian revolutionquot occurred
21015,0451196856,0,relates story texas teenaged girl outlaw husband lawyer surrogate mother
39088,0451196856,3,relates story texas teenaged girl outlaw husband lawyer surrogate mother
166226,0451196856,3,relates story texas teenaged girl outlaw husband lawyer surrogate mother
178384,0451196856,0,relates story texas teenaged girl outlaw husband lawyer surrogate mother
232403,0451196856,0,relates story texas teenaged girl outlaw husband lawyer surrogate mother
96505,0553271105,3,a reformed gunfighter escape past befriends family homesteaders local rancher drive
10894,0618145591,3,in 1975 tran vietnamese writer facing government persecution flees homeland children seeks refuge west marries danish-american memories sensitive debut
81938,0670894605,1,a fourteen-year-old girl maid flee abusive father welcoming arms proprietors black madonna honey co
98969,0679451145,0,the author describes journey islands pacific inhabited isolated colorblind community site baffling neurodegenerative paralysis
127717,0679451145,0,the author describes journey islands pacific inhabited isolated colorblind community site baffling neurodegenerative paralysis
255651,0679451145,0,the author describes journey islands pacific inhabited isolated colorblind community site baffling neurodegenerative paralysis
52205,0679454756,0,beginning affair older scientist leader mutual field theoretical physics young woman forms intense friendship abiding passion wife
52205,0393039552,0,obsessively pursuing bizarre underground life darkness spying simon sees innocent josh threat labyrinth tunnels built sister audrey estate takes steps prevent exposure
52205,0670861278,0,more sixty short stories portray students diplomats academics characters locales africa eastern europe southeast asia
61765,0670861278,0,more sixty short stories portray students diplomats academics characters locales africa eastern europe southeast asia
218448,0679721886,2,a chinese american woman tells chinese myths family stories events california childhood shaped identity
34875,0679729798,0,three americans drifting postwar north africa encounter limits human existence form land utterly alien
154728,0679751319,3,a catholic shares unique perspective death penalty gained counseling death-row inmates
209214,0679751319,0,a catholic shares unique perspective death penalty gained counseling death-row inmates
97464,0679781277,0,tells story martin dressler rise bellhop builder hotels plans build grand cosmo
25521,076790849X,3,the author offers opinion rapidly declining state politics hollywood medicare social echelon nation scathingly examining powerful famous susan sarandon george w bush dick
27683,0786862343,0,from best-selling comedian author you might be redneck if collection humor touching universal subjects marriage growing parenthood politics tour
236510,0812570944,2,what
81770,0836218817,0,1991 farworks inc all rights reserved the far side larson signature registered trademarks farworks inc
239171,0865476268,0,presents eleven essays parody contemporary literary criticism fictional panel winnie pooh
239171,0142501425,0,sixteen original stories showcase genre admired authors including multiple award-winners diana wynne jones garth nix lloyd alexander nancy farmer meredith ann pierce
239171,1857987675,0,lud prosperous port confluence rivers dawl dapple
115811,1551667215,0,the book club mary alice monroe released apr 24 2003 available purchase
247152,1551667215,0,the book club mary alice monroe released apr 24 2003 available purchase
214057,1551668459,3,as susanna galway takes children cabin adirondacks escape life break husband texas ranger jack galway murderous ex-convict alice parker determined jack back killing dream
214057,0804105146,3,quot chicago tribune my secret history paul theroux tour force it story andre parent writer world traveler lover kind woman chances meet life varied lead
214057,044021680X,3,malcolm struan heir powerful english trading company orient finds fate intertwined beautiful young french woman
178874,1575665816,0,a bride sentenced death delay execution telling husband sultan extraordinary stories daring heros treacherous villians breathtaking heroines finally sultan fall love
142718,0752837680,2,when elizabeth stuart starts home recover particularly bruising divorce still creek answer dreams
165755,0142004278,3,in prime edward bloom extraordinary there wasn39t couldn39t -
120083,0140434186,3,the passionate love catherine earnshaw heathcliff mirrors powerful moods yorkshire moors
180841,0140153195,3,on eve world war ii egyptian city alexandria exiled irish schoolteacher involved justine jewish wife coptic christian
272928,0140153195,3,on eve world war ii egyptian city alexandria exiled irish schoolteacher involved justine jewish wife coptic christian
144518,0312951647,3,with power authenticity the firm client federal judge former prosecutor william coughlin dazzles in presence enemies-the smash sequel best-selling courtroom drama shadow doubt-and
108734,0446531480,3,recuperating cedar inn spa magazine writer-turned-sleuth bailey weggins discovers body massage room investigates victim past finding falling jeffrey beck detective working case
141185,0671670689,0,now dawn older brother jimmy chance decent respectable life dawn secret precious hope study singing philip cutler handsomest boy school sets dawn heart fire
244727,0345391330,3,oklahoma attorney ben kincaid defends remorseless white supremacist accused murder vietnamese immigrant quot -- the orlando sentinel
244727,1551666219,3,rosemary rogers reunites beloved couple steve morgan virginia brandon brand-new adventure love spans time distance cruel whims fate
244727,1551665778,3,enemy within christiane heggan released jan 25 2000 available purchase
244727,0451402308,3,lynn marc find common fact spouses run -- powerful attraction complicates marc quest revenge makes lynn wonder real intentions reissue
193674,037571412X,3,a prominent tv culture critic lecturer sixty-plus david kepesh finds world thrown erotic turmoil consuela castillo twenty-four-year-old beauty ignites sexual possessiveness unreasoning jealousy
159148,0380714868,3,kat colorado a thirty-something california bartender-turned-pi -- curious lady lives nerves iron passion justice katapult a murderer struck home -- kat colorado taking personally
30376,0380730820,0,lapd detective peter decker rina lazarus confront shocking case investigate murder father jupiter leader notorious cult order rings god
262576,0380730820,0,lapd detective peter decker rina lazarus confront shocking case investigate murder father jupiter leader notorious cult order rings god
30376,0812575059,0,hired innovative software program softcorp client internal revenue service young programmer michael patrick ryan finds target fbi criminal investigation operations irs
25389,0812575059,0,hired innovative software program softcorp client internal revenue service young programmer michael patrick ryan finds target fbi criminal investigation operations irs
262576,1932173102,0,stephen nasser 13 years nazi family auschwitz stephen tells story direct optimistic language young boy
50763,0451191951,3,when superstitious nurse rural old-age home reveals relationship married patient key secret cottage unlocks patient terrifying past reprint
145945,0451191951,3,when superstitious nurse rural old-age home reveals relationship married patient key secret cottage unlocks patient terrifying past reprint
276333,0451197429,0,when young girl mysteriously vanishes defense attorney luke garrison begins suspect meets eye deceptively simple case kidnapping murder
15699,0517702134,0,after interviewing death-row inmate frank beachum steve everett reporter convinced beachum innocent murder find proof execution scheduled place eighteen hours
221911,0553140175,0,gives history puzzle describes clear concise steps solving suggests games play cube
38571,0553571885,0,in sultry twisting thriller set backdrop louisiana bayou deputy annie broussard learns boundary law justice love murder thin dark line joins forces
227055,0553571885,0,in sultry twisting thriller set backdrop louisiana bayou deputy annie broussard learns boundary law justice love murder thin dark line joins forces
152153,0553575945,0,sensing set eastern european assassin undercover dea agent cross paths summit meeting international crime lords choose secret identities
173331,068480297X,3,while studying deadly plague pacific dirk pitt rescues band rich castaways deserted cruise ship learns plague caused passenger father ultrasound diamonds 750
173331,0688046592,3,set twelfth-century england epic kings peasants juxtaposes building magnificent church violence treachery characterized middle ages
102713,0688046592,0,set twelfth-century england epic kings peasants juxtaposes building magnificent church violence treachery characterized middle ages
26015,0684803968,3,in let me call you sweetheart america reigning queen suspense fascinating terrifying minds obsessed beauty - kill
13836,0812571991,0,desperate rid house recently inherited alicia clayton attempts destroy employs suddenly found murdered repairman jack enters scene mystery house begins
188503,1556114753,3,a story mystery corruption sudden death takes place beneath prim victorian facade new york city 1870s surrounds private investigator harp host historical characters including feminist victoria woodhall
73054,0380798573,0,between amelia peabody indiana jones ameliain wit daringby landslide new york times book review new york times bestselling grandmaster elizabeth peters transports land pharoahsand leaves
20095,0425183750,3,while studying grizzly bears watertonglacier national peace park border montana canada ranger anna pigeon finds midst series deadly bear attacks leave struggling re-evaluate view
43116,0671525808,0,science fiction-roman
86968,078688214X,0,including rare documentary photographs epic real-life love story offers unique account event shaped life work century charismatic important authors serves invaluable companion
6349,0743233026,0,journeying missouri river 1830 wealthy berrybenders encounter challenges untamed american west tasmin berrybender falls love frontiersman part-time preacher jim snow
164719,0525446052,5,the wisdom peace absurdity fighting demonstrated seventeen stories poems outstanding authors today jean fritz milton meltzer nancy willard illustrated famous illustrators paul
6382,0553541633,0,journal jewish teenager describes joys torments daily life typical adolescent thoughts years spent hiding family nazi occupation holland
6402,0609801279,3,after night passion azucena astroanalyst twenty-third- century mexico city separated twin soul rodrigo journeys galaxy past lives find lost love encountering deadly enemy
6421,051511264X,3,a series bizarre murders leads arrest prime suspect sparks explosive trial lawyer paul madriani career
181786,051511264X,3,a series bizarre murders leads arrest prime suspect sparks explosive trial lawyer paul madriani career
235921,051511264X,3,a series bizarre murders leads arrest prime suspect sparks explosive trial lawyer paul madriani career
65679,0060193395,3,so experience force information book mind body life higher point dreamed all 12 weeks
153469,0060193395,3,so experience force information book mind body life higher point dreamed all 12 weeks
65679,0743428617,3,they lived wild side
65679,0874774667,3,this book speaks millions parents teachers children difficulty school
152233,0452283442,0,a satirical quotawardquot celebrating worst examples human intelligence features stories cigarette lighter check gas level terrorist opened letter bomb stories human idiocy
238348,0553572245,0,while spending anniversary husband death enjoying pastime loved -- fox hunting -- widow single mother cig blackwood discovers husband died arms woman swept back time
246984,0553572245,0,while spending anniversary husband death enjoying pastime loved -- fox hunting -- widow single mother cig blackwood discovers husband died arms woman swept back time
217739,0061000299,0,reissue the blind shaman called listening woman speaks witches restless spirits supernatural evil unleashed
23467,0449912108,3,to dear reader spoil marvelous joy reading hexy sexy incomparable john updike
6496,0609810030,0,drawing original interviews emmy-winning host larry king live shares heartwarming stories fifty couples fell love world war ii offering poignant view personal side wartime
145722,0684867974,0,a collection autobiographical stories describes american experience author life childhood devout christians present incarnation radio host witty insightful style
46530,0440214009,3,while lara osborne longs family make life complete sister connie seize life offer eddy content making millions wall street
84721,0385334206,0,the author questions condition modern depicting science fiction writer struggle find peace sanity world
251310,0385334206,5,the author questions condition modern depicting science fiction writer struggle find peace sanity world
138341,0425099334,3,as alex colin speed home san francisco courtney awaits pursued madman eager courtney
276235,0425099334,3,as alex colin speed home san francisco courtney awaits pursued madman eager courtney
68986,0553379267,3,a monk struggles preserve spiritual life wisdom years nuclear holocaust
41015,0553560735,0,john boone maya toitovna frank chalmers arkady bogdanov lead mission ultimate goal terraforming mars order release moisture desolate landscape the colonists place giant satellite mirrors martian
78976,1853260614,0,this volume includes collection stevenson short stories the doppelganger ghostly double infecting soul popular fictional subject late nineteenth-century writers found brilliant realization
103286,0399146296,0,returning tiny kansas hometown college grandfather suffers terrible accident sarah bryden spends life waiting tables local cafe involved newcomers john susan wilde
229618,1551667479,3,the other twin katherine stone released nov 24 2003 available purchase
229618,155166738X,3,the highlander elaine coffman released oct 24 2003 available purchase
6540,0802139566,3,amy dickerson star employee renowned auction house falls love alain bouchard cultured french business mogul seemingly perfect relationship slowly begins crumble forcing amy make startling discovery
180180,0060002433,3,a compelling historical set china 1989 characters -- dissident ideologically opposed brother apprehend deng ziaoping chinese leader shocking events tiananmen
180180,0441002692,3,one day seattle social worker rose samson made wish fairy godmother save quotthe damned cityquot she wasn39t expecting miracle but expects felicity fortune
180180,0374166447,3,a great writer sweeping story women struggling reclaim lives aftermath world conflict the great fire shirley hazzard the transit venus national book critics circle
180180,0786711736,3,an innovative debut gulf war veteran wild adventure genetic engineering post-traumatic stress disorder failed romance
273489,006039384X,2,a lyrical work stunning creative vision mirror mirror set renaissance italy gregory maguire draws connection poison apple original snow white story borgia family well-known appetite
77528,0140280898,2,sherlock holmes returns minnesota midst tumult st paul annual winter carnival matches wits pesky would-be detective solve murder
175061,0312978863,0,meg boyfriend michael romantic monhegan island getaway overshadowed hurricane maroons including meg intrusive family murder father named chief suspect
61895,0345326490,0,an account author existence observations reflections seasonal park ranger southeast utah
150766,0345326490,0,an account author existence observations reflections seasonal park ranger southeast utah
162901,0345326490,0,an account author existence observations reflections seasonal park ranger southeast utah
263606,0345326490,0,an account author existence observations reflections seasonal park ranger southeast utah
263606,1893224546,0,a series lectures renowned physicist reviews past ideas aristotle newton einstein theories gravity big bang black holes explores quantum mechanics time space proposition
263606,0553236938,0,uncertain evidence suggests soviet missiles positioned close german border
263606,0140196293,0,presents series techniques designed treat body emotions mind heart soul including breathing techniques control energy levels exercises train sharpen intellect meditative practices enhance
263606,0684188929,0,the author cry beloved country describes development writer traces beginnings awareness injustices native south africa years principal diepkloof reformatory young blacks
117573,0374129851,3,in story courage oppression author revisits village northern france protected british soldiers caught lines german invasion force 15000 printing
228304,0374129851,3,in story courage oppression author revisits village northern france protected british soldiers caught lines german invasion force 15000 printing
117573,0345450280,3,a survivor catastrophic gas leak devestated bhopal india anjali suffers loss neighbors family breakup marriage finds happiness remarriage loving professor
117573,0609610295,3,the spanish conquest mexico destruction aztec empire forms backdrop fictional chronicle life malinali aztec woman cortes translator consort
18806,0375758232,0,revisiting recurring american obsession french capital author takes paris means americans describes relationship city
70617,0375758232,0,revisiting recurring american obsession french capital author takes paris means americans describes relationship city
143478,0375758232,0,revisiting recurring american obsession french capital author takes paris means americans describes relationship city
130212,0385495420,3,this immensely rich utterly involving much-acclaimed twentieth-century newfoundland epic tragedy comedy love story meditation history write
36458,0394537602,3,alexandra jane sukie ply individual witcheries contemporary eastwick rhode island bewitched dark wealthy decadent stranger
125465,0394537602,3,alexandra jane sukie ply individual witcheries contemporary eastwick rhode island bewitched dark wealthy decadent stranger
36458,0595244319,3,lorelei journey self-discovery preserve memories world future generation
19471,0425067858,3,twelve thriller stories ingenious hercule poirot wits skill detective unravel mysterious
249936,0449004279,3,a gripping fictional recreation life german theologian dietrich bonhoeffer would-be assassin adolf hitler moves berlin new york city encompassing shattering historical events clandestine meetings perilous
221718,0451186346,3,bernie rhodenbarr hounded nemesis detective kirchmann fall guy murder frame-up -- distracted beautiful dangerous woman named ilona
46514,0553276069,3,when orrie cather private eye trusted assistant famed detective nero wolfe accused murdering illicit lover nero involved solving case
225088,0670032891,0,exhausted stint miss havisham apprentice jurisfiction thursday next delighted respite character exchange program well lost plots place filled linguistic chaos lousy books murderer
236623,0679729771,0,in comic-book-style author parents vladek anja vladek survives auschwitz reunited anja sires young art maus half survival author parents charting desperate
127938,0679764895,0,the author takes readers tour personal museum natural oddities optical illusions explores imaginative origins art science work nominated national book critics circle award
179208,0684853043,0,the author turns family history story women polish jews living ghetto warsaw cataclysm world war ii
179208,038549727X,0,a collection short stories set india explores adjustment immigrants foreign land accommodations families make differences generations struggle find balance pull home
269886,0743411943,3,but mary fred world tilts irrevocably axis brothers fred freddie sick pass place reverend thigpen calls quotthe world beyondquot mama papa escorted
203583,0765347156,0,quotgood night mr holmes impressive performance demand encore introducing irene adler -- woman dupe sherlock holmes -- detective earlier work hard act follow
203583,089296507X,0,a young homicide detective lapd focus obsessive serial killer changed rules wealth clues left previous murders longer applies 15000 printing
203583,0425192148,0,preparations annual irish fling festival halt young local woman brutally murdered schoolteacher willi gallagher steps investigate kill goldfish plant celtic divination
196835,0802135161,0,quotwinner whitbread prize fiction oranges are not only fruit coming-out winterson acclaimed author the passion sexing cherry
9375,1853261874,0,omar khayyam 1048-1122 persian mathematician astronomer philosopher poet lifetime
184092,0140276904,0,jemima jones overweight
145027,0312063571,3,a collection short stories presents tales joy sorrow filled characters mother conversing morning wedding young girl encountering love
134966,0345450698,3,clay sizemore coal miner love searches family history clues uncovering dramatic story woven fabric uncle quilts
134652,0425135020,2,when fourteen-year-old darrell clark mistakenly killed local cops inevitable cover-up occurs marvel atkins sets destroy entire corrupt bureaucratic political machine longstreet mississippi
167744,0440224594,0,offers collection original stories sadness joy set ireland
201151,0440224594,0,offers collection original stories sadness joy set ireland
10148,0553242172,3,tells story young boy life father california ranch raising sorrel colt copyright libri gmbh all rights reserved
81371,055327824X,0,novel-ties study guides contain reproducible pages chapter chapter format accompany work literature title
88456,0670894508,0,rosie richardson formerly member swank london crowd decides escape glitzy lifestyle run away refugee camp africa eventually connections former life famished refugees
64112,0739400614,3,a book child abuse
193413,0739400614,0,a book child abuse
193413,0451154460,0,dramatically reconstructs investigation trial meaningless murder kansas family
238247,1558746226,5,a collection inspirational stories love marriage friendship overcoming obstacles achieving life dreams
163899,0441132448,3,the cyberstealth pilots cargo manuevering batwings
157417,0586025944,0,the rest robots timeless volume isaac asimov robot stories offering golden insights robot processes
187628,0684826127,3,from bestselling author midwives the flight attendant comic life affirming clash progress tradition science magic elegantly philosophical urgentyet
102970,0030640075,0,the entertaining memoirs world-renowned culinary expert chronicles early life colorful career epicurean adventures includes hundred author favorite recipes list recommended cookbooks
36111,0060168609,3,offers fictional re-creation turbulent landscape pre-civil war america john brown 1859 raid federal arsenal harpers ferry virginia narrated enigmatic abolitionist owen
14225,0060194995,0,the explosion racial hate violence small alabama town viewed girl father defends black accused rape
213059,0062512234,3,quotboychiks hood passport hasidic quotunderworldquot - destination different popular expectations
213059,0805210288,3,the nobel prize laureate chronicles childhood suffering auschwitz religious doubts literary career
72095,0130866172,0,this text helps international students make informed decisions pursuing higher education united states choosing institution
71406,0140119795,0,when father gambling losses threaten payment mother dream house cape ann six-year-old lark ann eckhardt caught crossfire parents39 disintegrating marriage
171669,0140248927,0,reality merges fantasy hilarious comic world radio soap operas pitfalls forbidden passion bestselling author the storyteller
144200,0140275010,3,a history fish led wars stirred revolutions sustained economies diets helped settlement north america features photographs drawings recipes natural history sought
180315,0140439072,3,having received cryptic messages valuable pearls father sudden disappearance young woman asks sherlock holmes solve mystery
53248,0142002585,0,restless retirement father tim accompanied cynthia gears year-long ministry state line series events sends shock waves town mitford father tim faith
92549,015100692X,0,yearning escape life prostitution 1870s london sugar finds fate entangled complicated family life patron william egotistical perfume magnate 75000 printing
174649,0156814161,0,in introduction edition a s byatt back novel genesis problems faced woman writing
138099,0310217601,3,paramedic issie mattreaux joins forces minister nick foster investigate foster church burned ground young african-american found shot death rubble original
161316,0312315600,3,joe conason investigation conservative witchhunt bill clinton major national bestseller takes common arguments myths fallacies propounded - exposes smear tactics
207760,0345310799,3,dr robert oppenheimer general groves director manhattan project klaus fuchs german-born british scientist sergeant joe pena pueblo indian figure imagined account creation atomic bomb
188735,0345346491,0,mattie rigsbee seventy-eight set ways decides wesley benfield troubled adolescent reform school car theft
207301,0345385764,3,former british intelligence officer jonathan pine attempts infiltrate entourage roper sinister powerful englishman responsible fitting pieces monumental arms-for- cocaine deal reprint
91301,0345430514,3,in fictional rendering oj simpson trial based author inside coverage case writer gus bailey offers dramatic account murders shocked america confronting concept mortality
167324,0345430514,0,in fictional rendering oj simpson trial based author inside coverage case writer gus bailey offers dramatic account murders shocked america confronting concept mortality
181398,0345430514,0,in fictional rendering oj simpson trial based author inside coverage case writer gus bailey offers dramatic account murders shocked america confronting concept mortality
167324,0061096083,0,the author the first wives club offers romance revenge vicious competition would-be authors ascend publishing world wings best-seller reprint
167324,157778121X,0,discover truth praise worship scriptures jesus spoke stories experienced wonders love
167324,078796400X,0,meditations misfits companion book memoir misfit encouraging reminders god loves spite
130334,0374153248,0,the bestselling author quotmessages my fatherquot deals subject family living honest wildly funny
130334,068971680X,0,sent san francisco live beloved aunt uncle newly orphaned emily expectantly enters once-happy mansion find unimaginable horrors
130334,1569470324,0,tom higgins translator spending time geneva wife sue doctor brave english couple spotted dick s39il plait an english restaurant france
15275,0375755365,3,presents history soviet espionage united states 1930s world war ii aftermath profiles noted spies work quotgolden agequot united states 1930s early cold
127910,0380725576,3,endearingly quirky clever generations head- strong carolina women
227979,0380725576,3,endearingly quirky clever generations head- strong carolina women
268238,0380797631,3,through letters notes report cards matchbook covers telegrams set 1940s underhanded efforts joey margolis fatherless twelve year persuade new york giants baseman charlie
101077,0385720408,2,a rediscovered epic love revolution lovers city baku caspian sea chaos world war i russian revolution sweep separate reprint 50000 printing
101077,0062500589,2,quotthey knew somethingthey straight heartquot that beginning quotjourney spiritquot plain simple illustrated author drawings gentle eloquent story journey
101077,0671708430,2,when franklin young construction worker meets zora struggling singer ohio make sacrifices commitments needed build love
25382,0671254308,3,this investigation lives group elderly jews living venice california establishes correlations ethnic heritage rituals acceptance physical hardship approaching death
269213,0425169871,0,schooled ivy league engaged daughter wealthiest landowner flint hills kansas rancher ethan brown life secure falls love isolated violinist reprint
29870,0446677922,0,when young harry collins stumbles body local river bottoms region trapped nightmare vicious killer stalks town lynched local law enforcement races find murderer
29870,0060988649,0,in spirit a s byatt possession dark echoing overtones a christmas carol lost presents rich fictional world enrapture readers
8461,0449216411,3,norman starr called senate investigating committee national security council work nicaragua recalls ancestry distinguished patriots contemplating quottake fifthquot
147388,0449221393,3,when hitchhiker picked drivers found murdered ex-jockey freddie croft owner profitable fleet horse vans drawn mystery
259918,0449221431,0,when tragedy strikes town lukas yoder successful author written determined turn tragedy book reprint
188194,0452276756,3,in quota sprightly novelquot john updike the new yorker quotfluently written engaging voicequot the new york times book review schine introduces readers convalescent effervescent heroine imprisoned confines
259515,0471349976,0,high quality well-made well-maintained knives - skills properly - chef important assets this book explains essential tools
193463,0517595532,0,offers humorous insights concerning trials tribulations social climbing south
81423,0517595753,3,provides humorous inside world modern computer technology internet perspective passionate computer geek penchant latest computer gizmos gadgets
51399,052594642X,3,at age fifteen pran nath razdan thrown streets truth parentage revealed forcing re-invent survive journeys victorian india edwardian london
199283,052594642X,0,at age fifteen pran nath razdan thrown streets truth parentage revealed forcing re-invent survive journeys victorian india edwardian london
214446,052594642X,3,at age fifteen pran nath razdan thrown streets truth parentage revealed forcing re-invent survive journeys victorian india edwardian london
199283,0440235081,0,a thriller draws science oceanography explores happen science forces nature work
92186,0670839809,3,four african-american women console support complex friendship helps middle life single woman 100000 printing major adpromo tour
193208,0670878073,0,john tollefson fortysomething norwegian bachelor public-radio manager falls columbia university historian alida freeman struggling cope curmugeonly father controlling boss gloomy neurotic staff bankruptcy
189893,0671502522,0,a romance anthology includes holiday short stories feature historical contemporary works judith mcnaught jude deveraux jill barnette arnette lamb
189893,0671003410,0,from the captain bride cranberry point miranda jarrett enchanted readers passionate adventures seagoing fairbournes colonial cape cod
182922,0679404864,3,a bawdy guide understanding male animal notes differences dogs warns threat male extinction feminism cleanliness standards 150000 printing tour
245829,0679404864,3,a bawdy guide understanding male animal notes differences dogs warns threat male extinction feminism cleanliness standards 150000 printing tour
245829,0671740601,3,gathers jokes anecdotes academia scientists teaching professors scientific reputations academic publishing women scientists popular science
94319,0679422587,3,after brutal murder woman new york city neighborhood savvy strong-willed woman propels risky sexual liaison finds struggling cope overwhelming fears dark passions
238570,0679422587,0,after brutal murder woman new york city neighborhood savvy strong-willed woman propels risky sexual liaison finds struggling cope overwhelming fears dark passions
94319,0684853027,3,ariel sohn young brown graduate living parents brooklyn pursuing stage career faces identity crisis starts writing intimately autobiographical column downtown newspaper
94319,0140275118,3,this story married couple jocelyn charles self-imposed separation 10 months jock accepts job city thousand miles away family
94319,1575663139,3,actress johanna brady finds playing role life love novelist matt lang secretive irritable stranger johanna descends world betrayal madness cold- blooded murder
47532,0679434046,0,with 50 recipes 8 pages full-color photographs micheal mclaughlin
221128,0679434046,0,with 50 recipes 8 pages full-color photographs micheal mclaughlin
263012,0679434046,0,with 50 recipes 8 pages full-color photographs micheal mclaughlin
107649,0679749519,3,thirteen-year-old gemmy fairley cast ashore northern australia adopted australian aborigines mid-1840s
107649,0883965046,3,this book gift encourage close friend loved follow lifelong dream gesture congratulations job whatever occasion message clear
186701,0679772936,0,a tour guide hell written icy prose false allegations vachss quotin rank american crime writers next vachss chandler cain hammett choirboys
238918,0805067922,0,presents fictional account life rudolf nureyev ballet lessons anna vasileva relationship ambitious yulia experiences venezuelan hustler victor
258475,0805401725,3,christian library lancaster collection
123922,0886776430,3,a fantastic odyssey magical prehistory world valdemar -- valdemar unformed -- perilous quest gryphon skandranon rashkae braves dark spells evil forces ma39ar reprint
149174,156947012X,0,an irresistible multi-talented stephen fry author film television star playwright newspaper columnist
47503,1573220280,0,a reverent study monastic world assesses meaning cloistered life modern times journeying liturgical year capture relevance spiritual significance religious life
268696,1573220280,0,a reverent study monastic world assesses meaning cloistered life modern times journeying liturgical year capture relevance spiritual significance religious life
268696,0440208351,0,events hijacking bus children terrorists seeking return homeland described perspectives hostage terrorist army general involved rescue operation chosen
248868,0440208351,2,events hijacking bus children terrorists seeking return homeland described perspectives hostage terrorist army general involved rescue operation chosen
268696,0451624521,0,a first-hand account life streets sao paulo 1955 1960 details plight artist writer single mother children living hovel supported family digging garbage
31719,0316782475,0,in the dangerous husband meet immediately fall love
31719,155143072X,0,during visit vancouver island spend summer relatives eleven-year-old samantha away teasing cousins spends time watching cougar cubs wilderness
134359,0786884649,0,in wickedly funny book joe queenan back movie theater heckling stars directors producersand audiencesthat define todays film industry
231318,0804119430,0,set exciting world thoroughbred racing lavishly detailed author a thousand acres group trainers jockeys quottrack bratsquot two-year journey racing cycle reprint
6598,0525468633,3,alternates stories -- contemporarily seventeen-year-old jacob visits daunting amsterdam request english grandmother -- historically nineteen-year-old geertrui relates experience british soldiers
223131,0525468633,3,alternates stories -- contemporarily seventeen-year-old jacob visits daunting amsterdam request english grandmother -- historically nineteen-year-old geertrui relates experience british soldiers
32358,0804118558,2,in victorian london investigator william monk assistant nurse hester latterly plunge case involving wealthy family beautiful daughter reluctant fiance murder
42442,0804118558,3,in victorian london investigator william monk assistant nurse hester latterly plunge case involving wealthy family beautiful daughter reluctant fiance murder
113619,0804118558,3,in victorian london investigator william monk assistant nurse hester latterly plunge case involving wealthy family beautiful daughter reluctant fiance murder
213929,0590425919,0,story wild animal part part wolf adjusts completely man- made world
213929,0440343194,0,there master earth born holy land indiana raised mystical hills east fort wayne smiled multitudes pleasantly 39i quit
254765,0440343194,0,there master earth born holy land indiana raised mystical hills east fort wayne smiled multitudes pleasantly 39i quit
213929,0446344281,0,quotanne reilly beautiful successful terribly afraid
213929,0812509919,0,their lives irrevocably entwined wanted understood love dared cross barriers class race life disappeared the last plantation
65445,0553572040,0,caterer amateur sleuth goldy b schulz caught ruthless cosmetic company violent animal rights group featuring original recipes such luscious lowfat dishes fettuccine alfredo asparagus decadent
6666,0399149678,0,after parents39 deaths brothers buddy lee leave tenant farm oklahoma roadhouse snake junction idaho lee finds job teenaged buddy finds involved older woman
125529,0399149678,3,after parents39 deaths brothers buddy lee leave tenant farm oklahoma roadhouse snake junction idaho lee finds job teenaged buddy finds involved older woman
257984,0373790899,3,by the book nancy warren released apr 24 2003 available purchase
134520,8401463297,5,as traces intersection damaged lives abandoned italian villa wwii ondaatje booker prize-winning introduces readers fully realized characters recent work fiction
6720,0312872372,3,magic science evil clash world menaced v39ornn usurpers evil sauromicians plot banestones bind dragon power epic sequel the veil thousand tears the ring
6725,0071364498,3,the 1967 bestseller quotgipsy moth circles worldquot inspiration collection stories observe perspective small boat sail
214115,0486292568,3,in relationship cathy heathcliff wild bleak yorkshire moors setting wuthering heights creates world conceived disregard convention instinct poetry dark depths
12374,0679603301,3,all works offer powerful insights largely private world emotional suffering time possess elements great literature
254697,0679603301,0,all works offer powerful insights largely private world emotional suffering time possess elements great literature
12374,1568849168,3,describing combine text graphics animation sound digital video book discusses director control virtually element multimedia production
133658,0399147195,2,kinsey millhone trusts life instincts investigation disappearance renowned physician takes dark dangerous world duplicity betrayal double-dealing noir-influenced
242627,0312958358,3,roscoe bird dumbfounded discover childhood pal peter tummelier vampire friend set systematically eliminate roscoe enemies
163249,0385306024,3,happy housewife page clarke finds life changed forever teenaged daughter allyson car accident husband brad lean page turns handsome trygve daughter injured
74188,0440500729,3,the lives individuals -- singing star crystal wyatt power- hungry elizabeth barclay lawyer spencer hill -- intertwine personally professionally ambitious figures pursue goals
32123,0446604844,1,when sidney archer perfect life shattered death husband jason archer plane crash learns husband alive involved deadly powerful game topple government
227839,0553581767,0,certain 1940s hard-boiled detective film -- rented frequently victim death -- holds key identity murderer rune spunky clerk video store investigates crime revised edition deaver
246028,0553581767,3,certain 1940s hard-boiled detective film -- rented frequently victim death -- holds key identity murderer rune spunky clerk video store investigates crime revised edition deaver
